Method,Experiment,Scenario - Train,Scenario - Test,Region,RMSE,MAE,Bias,MRE
deconvolve,3box_coup,2xCO2,2xCO2,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,2xCO2,2xCO2,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,2xCO2,High Emissions,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,2xCO2,High Emissions,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,2xCO2,High Emissions,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,2xCO2,Overshoot,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,2xCO2,Overshoot,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,2xCO2,Overshoot,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,High Emissions,2xCO2,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,High Emissions,2xCO2,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,High Emissions,2xCO2,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,High Emissions,High Emissions,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,High Emissions,High Emissions,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,High Emissions,High Emissions,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,High Emissions,Overshoot,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,High Emissions,Overshoot,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,High Emissions,Overshoot,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,Overshoot,2xCO2,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,Overshoot,2xCO2,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,Overshoot,2xCO2,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,Overshoot,High Emissions,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,Overshoot,High Emissions,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,Overshoot,High Emissions,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,3box_coup,Overshoot,Overshoot,0,5.696127902553282e-16,2.4525776388301366e-16,4.7146813927335685e-17,2.7653084556579813e-16
deconvolve,3box_coup,Overshoot,Overshoot,1,1.5147885645054187e-15,6.873098814300459e-16,-4.578011276840785e-17,-2.713505826185806e-15
deconvolve,3box_coup,Overshoot,Overshoot,2,6.913116567111454e-16,3.3259003121287605e-16,-2.20952627597524e-17,-1.838974219776501e-15
deconvolve,2box_coup,2xCO2,2xCO2,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,2xCO2,2xCO2,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,2xCO2,High Emissions,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,2xCO2,High Emissions,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,2xCO2,Overshoot,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,2xCO2,Overshoot,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,High Emissions,2xCO2,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,High Emissions,2xCO2,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,High Emissions,High Emissions,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,High Emissions,High Emissions,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,High Emissions,Overshoot,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,High Emissions,Overshoot,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,Overshoot,2xCO2,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,Overshoot,2xCO2,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,Overshoot,High Emissions,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,Overshoot,High Emissions,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup,Overshoot,Overshoot,0,1.5409633229405992e-15,7.495443954884172e-16,-1.0896932407343264e-16,-1.5086492184248906e-15
deconvolve,2box_coup,Overshoot,Overshoot,1,4.3388965992592537e-16,2.0029086327645399e-16,-2.3588630567029365e-17,nan
deconvolve,2box_coup_no_ocean,2xCO2,2xCO2,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,2xCO2,2xCO2,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,2xCO2,High Emissions,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,2xCO2,High Emissions,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,2xCO2,Overshoot,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,2xCO2,Overshoot,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,High Emissions,2xCO2,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,High Emissions,2xCO2,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,High Emissions,High Emissions,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,High Emissions,High Emissions,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,High Emissions,Overshoot,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,High Emissions,Overshoot,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,Overshoot,2xCO2,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,Overshoot,2xCO2,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,Overshoot,High Emissions,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,Overshoot,High Emissions,1,0.0,0.0,0.0,nan
deconvolve,2box_coup_no_ocean,Overshoot,Overshoot,0,3.847641414042531e-18,3.286730808941117e-18,-1.6198239628767497e-19,-1.7414978808022556e-14
deconvolve,2box_coup_no_ocean,Overshoot,Overshoot,1,0.0,0.0,0.0,nan
direct,3box_uncoup,2xCO2,n/a,0,0.022750926949511887,0.020319470917275314,-0.020319470917275314,-1.0964661286028168
direct,3box_uncoup,2xCO2,n/a,1,0.06477359406658201,0.0645995340954855,-0.0645995340954855,-1.5076977301672698
direct,3box_uncoup,2xCO2,n/a,2,0.02078311294564863,0.020567146843363224,-0.020567146843363224,-1.1534479132778814
direct,3box_uncoup,High Emissions,n/a,0,0.022750926949511887,0.020319470917275314,-0.020319470917275314,-1.0964661286028168
direct,3box_uncoup,High Emissions,n/a,1,0.06477359406658201,0.0645995340954855,-0.0645995340954855,-1.5076977301672698
direct,3box_uncoup,High Emissions,n/a,2,0.02078311294564863,0.020567146843363224,-0.020567146843363224,-1.1534479132778814
direct,3box_uncoup,Overshoot,n/a,0,0.022750926949511887,0.020319470917275314,-0.020319470917275314,-1.0964661286028168
direct,3box_uncoup,Overshoot,n/a,1,0.06477359406658201,0.0645995340954855,-0.0645995340954855,-1.5076977301672698
direct,3box_uncoup,Overshoot,n/a,2,0.02078311294564863,0.020567146843363224,-0.020567146843363224,-1.1534479132778814
direct,3box_coup,2xCO2,n/a,0,0.24043808522591387,0.15009821586643526,0.15009821586643526,30.20702675404698
direct,3box_coup,2xCO2,n/a,1,0.9609863929475072,0.6051337635302828,-0.6051337635302828,-48.923207035803834
direct,3box_coup,2xCO2,n/a,2,0.25237034149834386,0.15792075567807007,0.15792075567807007,18.283173789376722
direct,3box_coup,High Emissions,n/a,0,0.24043808522591387,0.15009821586643526,0.15009821586643526,30.20702675404698
direct,3box_coup,High Emissions,n/a,1,0.9609863929475072,0.6051337635302828,-0.6051337635302828,-48.923207035803834
direct,3box_coup,High Emissions,n/a,2,0.25237034149834386,0.15792075567807007,0.15792075567807007,18.283173789376722
direct,3box_coup,Overshoot,n/a,0,0.24043808522591387,0.15009821586643526,0.15009821586643526,30.20702675404698
direct,3box_coup,Overshoot,n/a,1,0.9609863929475072,0.6051337635302828,-0.6051337635302828,-48.923207035803834
direct,3box_coup,Overshoot,n/a,2,0.25237034149834386,0.15792075567807007,0.15792075567807007,18.283173789376722
direct,2box_coup,2xCO2,n/a,0,0.9812370889714758,0.6778299147084571,0.6778299147084571,76.68612710986417
direct,2box_coup,2xCO2,n/a,1,1.9793695125863588,1.3754040833705734,-1.3754040833705734,-inf
direct,2box_coup,High Emissions,n/a,0,0.9812370889714758,0.6778299147084571,0.6778299147084571,76.68612710986417
direct,2box_coup,High Emissions,n/a,1,1.9793695125863588,1.3754040833705734,-1.3754040833705734,-inf
direct,2box_coup,Overshoot,n/a,0,0.9812370889714758,0.6778299147084571,0.6778299147084571,76.68612710986417
direct,2box_coup,Overshoot,n/a,1,1.9793695125863588,1.3754040833705734,-1.3754040833705734,-inf
direct,2box_coup_no_ocean,2xCO2,n/a,0,0.013138129326214424,0.006981310930875082,-0.003031748818870455,-351.2696353068683
direct,2box_coup_no_ocean,2xCO2,n/a,1,0.07340397591402555,0.01228048225385336,-0.006252070318235953,-inf
direct,2box_coup_no_ocean,High Emissions,n/a,0,0.013138129326214424,0.006981310930875082,-0.003031748818870455,-351.2696353068683
direct,2box_coup_no_ocean,High Emissions,n/a,1,0.07340397591402555,0.01228048225385336,-0.006252070318235953,-inf
direct,2box_coup_no_ocean,Overshoot,n/a,0,0.013138129326214424,0.006981310930875082,-0.003031748818870455,-351.2696353068683
direct,2box_coup_no_ocean,Overshoot,n/a,1,0.07340397591402555,0.01228048225385336,-0.006252070318235953,-inf
